id,split,valence,arousal,dominance,text,clean_text,sentiment_score,sentiment_label,EMI,Manipulation_Level
Ant_Robot_3128_3382,train,3.11,3.11,3.22,"Nest maintenance and seed processing are likewise difficult to observe in the deeper regions of the nest, but the sorting and deposition of waste dirt and nest garbage outside of the nest (midden work) occurs close enough to the surface to be observable.",nest maintenance seed processing likewise difficult observe deeper regions nest sorting deposition waste dirt nest garbage outside nest midden work occurs close enough surface observable,-0.7717,Negative,0.6630200000000002,Highly Manipulative
Ant_Robot_31867_31934,train,3.0,2.5,2.8,"Once the object has been identified, Antie may grip it and lift it.",object identified antie may grip lift,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_31935_32117,train,3.0,3.14,3.14,"A simple void function grip() taking in no inputs will tighten the grippers until a certain threshold of pressure is reached, at which point the grippers will be lifted for carrying.",simple void function grip taking inputs tighten grippers certain threshold pressure reached point grippers lifted carrying,0.0772,Positive,0.24632,Non-Manipulative
Ant_Robot_32118_32185,train,3.0,2.6,2.9,A void function release() will perform this same action in reverse.,void function release perform action reverse,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_32198_32401,test,3.1,3.0,3.2,"Antie will also need to follow several different kinds of chemical gradient trails: it will need to track the trails left by successful patrollers, and localize the source of food-odors and midden-odors.",antie also need follow several different kinds chemical gradient trails need track trails left successful patrollers localize source,0.5859,Positive,0.55154,Moderately Manipulative
Ant_Robot_32402_32667,train,3.0,2.8,3.0,"Implementations of chemical gradient following robots using two sensors on “antennae” stalks has been successful in with analog robots in the past (Webb, 1998), regardless of the potential problem of airflow causing a disturbed gradient over evaporating pheromones.",implementations chemical gradient following robots using two sensors antennae stalks successful analog robots past webb regardless potential problem airflow causing disturbed gradient evaporating pheromones,-0.128,Negative,0.2768,Non-Manipulative
Ant_Robot_32668_32838,train,3.0,3.0,3.0,"As a partial control for the problem of imprecise sensing, a function will perform an analysis of the array information coming on from Antie’s four sensors on each stalk.",partial control problem imprecise sensing function perform analysis array information coming antie four sensors stalk,-0.4019,Negative,0.44114000000000003,Moderately Manipulative
Ant_Robot_32839_32949,train,3.0,2.88,3.25,The differences between these outputs is what is being compared everywhere there is a “left_IP” or “right_IP.”,differences outputs compared everywhere,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_32950_33250,train,3.0,3.0,3.0,"Antie will use the chemical gradient algorithm of Braitenberg’s aggressive type 2 vehicle described in his book “Vehicles: Experiments in Synthetic Psychology,” as this was found through a series of experiments by Russell, et al (2003) to be very efficient when compared to several biomimetic models.",antie use chemical gradient algorithm braitenberg aggressive type vehicle described book vehicles experiments synthetic psychology found series experiments russell et al efficient compared several biomimetic models,0.296,Positive,0.37760000000000005,Moderately Manipulative
Ant_Robot_33251_33412,train,3.0,2.8,3.2,"Because the same general algorithm will be followed for the localization of all three chemical traces, I will provide pseudocode for only one generic subroutine.",general algorithm followed localization three chemical traces provide pseudocode one generic subroutine,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_33413_33479,dev,3.0,3.1,3.1,Note that a portion of this subroutine does run on a schema basis:,note portion subroutine run schema basis,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_3383_3579,train,3.0,2.88,2.75,"Patrolling and foraging, too, occur for the most part outside of the nest, and have therefore been studied extensively (ex., Schafer, et al, 2006; Gordon, et al, 2002; Gordon, 2002; Gordon, 1987).",patrolling foraging occur part outside nest therefore studied extensively schafer et al gordon et al gordon gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_339_506,dev,2.6,2.9,3.0,"Unfortunately, as of yet, no robot has managed to fool a human for more than a few seconds, and no robot has been created that can integrate itself into human society.",unfortunately yet robot managed fool human seconds robot created integrate human society,-0.5106,Negative,0.50636,Moderately Manipulative
Ant_Robot_34197_34329,train,2.9,2.5,3.1,"For the purposes of calls later in the pseudocode, I will refer to these subroutines as trailFollow(), findFood(), and findMidden().",purposes calls later pseudocode refer subroutines trailfollow findfood findmidden,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_34330_34368,train,2.7,2.7,3.1,All three are void and take no inputs.,three void take inputs,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_34381_34458,train,3.1,2.9,2.9,The final common subroutine will be one for the identification of other ants.,final common subroutine one identification ants,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_34459_34606,test,3.0,3.0,3.0,"When both sonar sensors are stimulated simultaneously, Antie will check hydrocarbon inputs and determine whether the detected object is a nestmate.",sonar sensors stimulated simultaneously antie check hydrocarbon inputs determine whether detected object nestmate,0.2263,Positive,0.33578,Moderately Manipulative
Ant_Robot_34607_34748,train,3.0,2.86,3.0,"As harvester ants tend not to engage aggressively with non-nestmates, Antie will only identify other ants as ants if they belong to its nest.",harvester ants tend engage aggressively antie identify ants ants belong nest,0.0258,Neutral,0.21548,Non-Manipulative
Ant_Robot_34_112,train,3.0,2.91,3.0,Proposal for a Red Harvester Ant Robot: Colony Infiltration and Task Switching,proposal red harvester ant robot colony infiltration task switching,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_35073_35165,dev,3.0,3.1,3.1,Antie will attempt to determine the tasks of other ants by sensing only the n-alkene levels.,antie attempt determine tasks ants sensing levels,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_35166_35264,train,3.0,2.6,2.9,The code will be similar to the object identification subroutine and may look something like this:,code similar object identification subroutine may look something like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
Ant_Robot_36254_36326,train,3.0,2.9,3.0,"Using these basic common behaviors, more complex behaviors may be coded.",using basic common behaviors complex behaviors may coded,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_36339_36491,train,3.1,2.8,3.0,"Red harvester ants do not retain one task throughout their lifespan, but instead change their behaviors as is appropriate for the colony (Gordon, 1996).",red harvester ants retain one task throughout lifespan instead change behaviors appropriate colony gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_36492_36733,train,3.1,2.8,2.9,"Research has shown that red harvester ants switch tasks partially as a function of age (ex., Ingram, et al, 2005) and partially as a function of interactions with other workers (ex., Schafer et al, 2006; Gordon, 2002; Greene & Gordon, 2007).",research shown red harvester ants switch tasks partially function age ingram et al partially function interactions workers schafer et al gordon greene gordon,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_36734_36816,train,3.09,2.55,3.0,"Younger ants work more inside the nest, and older ants work more outside the nest.",younger ants work inside nest older ants work outside nest,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_36817_36912,train,3.3,3.2,3.3,"As a result, I will model the three main behaviors in the order that they are to be engaged in.",result model three main behaviors order engaged,0.4019,Positive,0.44114000000000003,Moderately Manipulative
Ant_Robot_36913_37156,train,3.1,3.1,3.1,"Midden work, which consists of moving dirt between the inside of the nest and the outside, will occur first; patrolling, which involves a shorter overall amount of time spent outside, will occur second; and foraging will be the final behavior.",midden work consists moving dirt inside nest outside occur first patrolling involves shorter overall amount time spent outside occur second foraging final behavior,-0.34,Negative,0.404,Moderately Manipulative
Ant_Robot_37157_37247,train,3.0,2.88,3.5,"Finally, I will discuss a main method encoding the task switching between these behaviors.",finally discuss main method encoding task switching behaviors,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_37260_37326,train,3.14,3.14,3.14,The midden work behavior will be Antie’s default initial behavior.,midden work behavior antie default initial behavior,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_37327_37506,train,2.9,3.1,2.9,"It will be initiated in the morning by the sunrise, and will continue until the outside temperature reaches 52­­­oC, at which point all red harvester ants must return to the nest.",initiated morning sunrise continue outside temperature reaches point red harvester ants must return nest,0.0516,Positive,0.23096000000000003,Non-Manipulative
Ant_Robot_37507_37683,train,2.9,2.7,3.1,"As previously stated, a midden worker must identify midden, grasp it, and carry it to the surface, depositing it halfway down the mound before returning to collect more midden.",previously stated midden worker must identify midden grasp carry surface depositing halfway mound returning collect midden,0.0,Neutral,0.2,Non-Manipulative
Ant_Robot_37684_37738,train,3.0,2.88,2.88,A program encoding this behavior might look like this:,program encoding behavior might look like,0.3612,Positive,0.4167200000000001,Moderately Manipulative
